ScenarioIndex,ActionIndex,ActionID,FailureType,CommittedFunctionalRegisters,CommittedProhibitedRegisters,RecoveryPath,TerminalState,AuthorityReason
166,21,ACT-021,RESET,18,14,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
167,21,ACT-021,SCANNER_CONFLICT,18,14,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
168,21,ACT-021,MMIO_RESET,18,14,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
169,22,ACT-022,BEFORE_OPERATION,18,14,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
170,22,ACT-022,NACK,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
171,22,ACT-022,TIMEOUT,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
172,22,ACT-022,READBACK_MISMATCH,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
173,22,ACT-022,HOST_ABORT,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
174,22,ACT-022,RESET,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
175,22,ACT-022,SCANNER_CONFLICT,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
176,22,ACT-022,MMIO_RESET,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
177,23,ACT-023,BEFORE_OPERATION,19,15,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
178,23,ACT-023,NACK,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
179,23,ACT-023,TIMEOUT,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
180,23,ACT-023,READBACK_MISMATCH,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
181,23,ACT-023,HOST_ABORT,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
182,23,ACT-023,RESET,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
183,23,ACT-023,SCANNER_CONFLICT,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
184,23,ACT-023,MMIO_RESET,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
185,24,ACT-024,BEFORE_OPERATION,20,16,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
186,24,ACT-024,NACK,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
187,24,ACT-024,TIMEOUT,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
188,24,ACT-024,READBACK_MISMATCH,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
189,24,ACT-024,HOST_ABORT,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
190,24,ACT-024,RESET,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
191,24,ACT-024,SCANNER_CONFLICT,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
192,24,ACT-024,MMIO_RESET,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
193,25,ACT-025,BEFORE_OPERATION,21,17,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
194,25,ACT-025,NACK,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
195,25,ACT-025,TIMEOUT,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
196,25,ACT-025,READBACK_MISMATCH,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
197,25,ACT-025,HOST_ABORT,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
198,25,ACT-025,RESET,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
199,25,ACT-025,SCANNER_CONFLICT,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
200,25,ACT-025,MMIO_RESET,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
201,26,ACT-026,BEFORE_OPERATION,22,18,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
202,26,ACT-026,NACK,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
203,26,ACT-026,TIMEOUT,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
204,26,ACT-026,READBACK_MISMATCH,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
205,26,ACT-026,HOST_ABORT,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
206,26,ACT-026,RESET,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
207,26,ACT-026,SCANNER_CONFLICT,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
208,26,ACT-026,MMIO_RESET,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
209,27,ACT-027,BEFORE_OPERATION,23,19,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
210,27,ACT-027,NACK,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
211,27,ACT-027,TIMEOUT,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
212,27,ACT-027,READBACK_MISMATCH,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
213,27,ACT-027,HOST_ABORT,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
214,27,ACT-027,RESET,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
215,27,ACT-027,SCANNER_CONFLICT,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
216,27,ACT-027,MMIO_RESET,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
217,28,ACT-028,BEFORE_OPERATION,24,20,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
218,28,ACT-028,NACK,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
219,28,ACT-028,TIMEOUT,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
220,28,ACT-028,READBACK_MISMATCH,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
221,28,ACT-028,HOST_ABORT,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
222,28,ACT-028,RESET,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
223,28,ACT-028,SCANNER_CONFLICT,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
224,28,ACT-028,MMIO_RESET,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
225,29,ACT-029,BEFORE_OPERATION,25,21,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
226,29,ACT-029,NACK,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
227,29,ACT-029,TIMEOUT,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
228,29,ACT-029,READBACK_MISMATCH,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
229,29,ACT-029,HOST_ABORT,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
230,29,ACT-029,RESET,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
231,29,ACT-029,SCANNER_CONFLICT,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
232,29,ACT-029,MMIO_RESET,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
233,30,ACT-030,BEFORE_OPERATION,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
234,30,ACT-030,NACK,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
235,30,ACT-030,TIMEOUT,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
236,30,ACT-030,READBACK_MISMATCH,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
237,30,ACT-030,HOST_ABORT,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
238,30,ACT-030,RESET,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
239,30,ACT-030,SCANNER_CONFLICT,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
240,30,ACT-030,MMIO_RESET,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
241,31,ACT-031,BEFORE_OPERATION,26,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
242,31,ACT-031,NACK,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
243,31,ACT-031,TIMEOUT,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
244,31,ACT-031,READBACK_MISMATCH,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
245,31,ACT-031,HOST_ABORT,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
246,31,ACT-031,RESET,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
247,31,ACT-031,SCANNER_CONFLICT,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
248,31,ACT-031,MMIO_RESET,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
249,32,ACT-032,BEFORE_OPERATION,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
250,32,ACT-032,NACK,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
251,32,ACT-032,TIMEOUT,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
252,32,ACT-032,READBACK_MISMATCH,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
253,32,ACT-032,HOST_ABORT,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
254,32,ACT-032,RESET,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
255,32,ACT-032,SCANNER_CONFLICT,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
256,32,ACT-032,MMIO_RESET,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
257,33,ACT-033,BEFORE_OPERATION,27,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
258,33,ACT-033,NACK,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
259,33,ACT-033,TIMEOUT,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
260,33,ACT-033,READBACK_MISMATCH,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
261,33,ACT-033,HOST_ABORT,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
262,33,ACT-033,RESET,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
263,33,ACT-033,SCANNER_CONFLICT,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
264,33,ACT-033,MMIO_RESET,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
265,34,ACT-034,BEFORE_OPERATION,28,22,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
266,34,ACT-034,NACK,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
267,34,ACT-034,TIMEOUT,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
268,34,ACT-034,READBACK_MISMATCH,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
269,34,ACT-034,HOST_ABORT,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
270,34,ACT-034,RESET,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
271,34,ACT-034,SCANNER_CONFLICT,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
272,34,ACT-034,MMIO_RESET,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
273,35,ACT-035,BEFORE_OPERATION,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
274,35,ACT-035,NACK,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
275,35,ACT-035,TIMEOUT,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
276,35,ACT-035,READBACK_MISMATCH,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
277,35,ACT-035,HOST_ABORT,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
278,35,ACT-035,RESET,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
279,35,ACT-035,SCANNER_CONFLICT,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
280,35,ACT-035,MMIO_RESET,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
281,36,ACT-036,BEFORE_OPERATION,29,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
282,36,ACT-036,NACK,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
283,36,ACT-036,TIMEOUT,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
284,36,ACT-036,READBACK_MISMATCH,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
285,36,ACT-036,HOST_ABORT,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
286,36,ACT-036,RESET,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
287,36,ACT-036,SCANNER_CONFLICT,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
288,36,ACT-036,MMIO_RESET,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
289,37,ACT-037,BEFORE_OPERATION,30,23,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
290,37,ACT-037,NACK,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
291,37,ACT-037,TIMEOUT,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
292,37,ACT-037,READBACK_MISMATCH,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
293,37,ACT-037,HOST_ABORT,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
294,37,ACT-037,RESET,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
295,37,ACT-037,SCANNER_CONFLICT,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
296,37,ACT-037,MMIO_RESET,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
297,38,ACT-038,BEFORE_OPERATION,31,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
298,38,ACT-038,NACK,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
299,38,ACT-038,TIMEOUT,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
300,38,ACT-038,READBACK_MISMATCH,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
301,38,ACT-038,HOST_ABORT,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
302,38,ACT-038,RESET,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
303,38,ACT-038,SCANNER_CONFLICT,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
304,38,ACT-038,MMIO_RESET,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
305,39,ACT-039,BEFORE_OPERATION,32,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
306,39,ACT-039,NACK,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
307,39,ACT-039,TIMEOUT,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
308,39,ACT-039,READBACK_MISMATCH,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
309,39,ACT-039,HOST_ABORT,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
310,39,ACT-039,RESET,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
311,39,ACT-039,SCANNER_CONFLICT,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
312,39,ACT-039,MMIO_RESET,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
313,40,ACT-040,BEFORE_OPERATION,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
314,40,ACT-040,NACK,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
315,40,ACT-040,TIMEOUT,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
316,40,ACT-040,READBACK_MISMATCH,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
317,40,ACT-040,HOST_ABORT,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
318,40,ACT-040,RESET,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
319,40,ACT-040,SCANNER_CONFLICT,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
320,40,ACT-040,MMIO_RESET,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
321,41,ACT-041,BEFORE_OPERATION,33,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
322,41,ACT-041,NACK,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
323,41,ACT-041,TIMEOUT,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
324,41,ACT-041,READBACK_MISMATCH,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
325,41,ACT-041,HOST_ABORT,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
326,41,ACT-041,RESET,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
327,41,ACT-041,SCANNER_CONFLICT,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
328,41,ACT-041,MMIO_RESET,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
329,42,ACT-042,BEFORE_OPERATION,34,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
330,42,ACT-042,NACK,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
331,42,ACT-042,TIMEOUT,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
332,42,ACT-042,READBACK_MISMATCH,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
333,42,ACT-042,HOST_ABORT,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
334,42,ACT-042,RESET,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
335,42,ACT-042,SCANNER_CONFLICT,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
