RowID,ProductPhysicalSource,DiagnosticPhysicalSource,DestinationEndpoint,Rule,Severity,SourceClock,DestinationClock,Exception,SemanticFamilyOrSupportSet,GoverningToken,Protocol,EarliestUseBarrier,ReplacementGroup,ProofClass,RowDisposition,EvidencePath
CDC1-CHG-0211,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[11]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0211.json
CDC1-CHG-0212,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[12]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0212.json
CDC1-CHG-0213,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[13]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0213.json
CDC1-CHG-0214,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[14]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0214.json
CDC1-CHG-0215,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[15]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0215.json
CDC1-CHG-0216,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[16]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0216.json
CDC1-CHG-0217,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[17]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0217.json
CDC1-CHG-0218,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[18]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0218.json
CDC1-CHG-0219,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[19]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0219.json
CDC1-CHG-0220,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[1]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0220.json
CDC1-CHG-0221,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[20]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0221.json
CDC1-CHG-0222,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[21]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0222.json
CDC1-CHG-0223,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[22]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0223.json
CDC1-CHG-0224,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C,G2B_ONECH_C2H/shadow_last_channel_reg[23]/CE,CDC-1,Critical,nvp_vclk1,userclk1,Max Delay Datapath Only,"[{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""},{""Field"":""COMMIT_PHASE"",""LeafFamily"":""RESET_COMMIT_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""RESET_RETURN_COMPLETION""}]","[""commit_sync2_axi[3:0]_completion_barrier"",""transport_ack_sync2_axi_and_commit_sync2_axi_completion""]","[""transport request/ack plus synchronized commit completion"",""transport request/ack plus synchronized four-slot commit equality""]","[""GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP""]","[""GROUP_13_CHECK_4_RESET_ABANDONED_COUNT_STABLE_PAYLOAD"",""GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER""]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0224.json
