row_id,rule,severity,destination,prior_source,current_source,semantic_family_or_support_set,prior_proof_class,protocol
WARN-CHG-0009,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[20]/D,G2B_ONECH_C2H/desc_epoch_source_reg[2][20]/C,G2B_ONECH_C2H/desc_epoch_source_reg[0][20]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
CDC-ALL-00810,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[22]/D,G2B_ONECH_C2H/desc_epoch_source_reg[0][22]/C,G2B_ONECH_C2H/desc_epoch_source_reg[1][22]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION
WARN-CHG-0011,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[24]/D,G2B_ONECH_C2H/desc_epoch_source_reg[3][24]/C,G2B_ONECH_C2H/desc_epoch_source_reg[1][24]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0012,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[25]/D,G2B_ONECH_C2H/desc_epoch_source_reg[3][25]/C,G2B_ONECH_C2H/desc_epoch_source_reg[1][25]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0015,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[28]/D,G2B_ONECH_C2H/desc_epoch_source_reg[1][28]/C,G2B_ONECH_C2H/desc_epoch_source_reg[0][28]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0016,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[29]/D,G2B_ONECH_C2H/desc_epoch_source_reg[0][29]/C,G2B_ONECH_C2H/desc_epoch_source_reg[1][29]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
CDC-ALL-00818,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[2]/D,G2B_ONECH_C2H/desc_epoch_source_reg[1][2]/C,G2B_ONECH_C2H/desc_epoch_source_reg[3][2]/C,UNCHANGED_PHYSICAL_SOURCE,BYTE_IDENTICAL_TO_R2R1_DIAGNOSTIC,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION
WARN-CHG-0017,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[30]/D,G2B_ONECH_C2H/desc_epoch_source_reg[1][30]/C,G2B_ONECH_C2H/desc_epoch_source_reg[2][30]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0018,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[31]/D,G2B_ONECH_C2H/desc_epoch_source_reg[1][31]/C,G2B_ONECH_C2H/desc_epoch_source_reg[2][31]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0020,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[4]/D,G2B_ONECH_C2H/desc_epoch_source_reg[3][4]/C,G2B_ONECH_C2H/desc_epoch_source_reg[1][4]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0021,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[5]/D,G2B_ONECH_C2H/desc_epoch_source_reg[1][5]/C,G2B_ONECH_C2H/desc_epoch_source_reg[2][5]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",BYTE_IDENTICAL_TO_R2R1_DIAGNOSTIC,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0022,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[6]/D,G2B_ONECH_C2H/desc_epoch_source_reg[1][6]/C,G2B_ONECH_C2H/desc_epoch_source_reg[0][6]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
WARN-CHG-0024,CDC-15,Warning,G2B_ONECH_C2H/axis_epoch_reg[9]/D,G2B_ONECH_C2H/desc_epoch_source_reg[1][9]/C,G2B_ONECH_C2H/desc_epoch_source_reg[0][9]/C,"[{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""0"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""1"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""2"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""},{""Field"":""EPOCH"",""LeafFamily"":""DESCRIPTOR_EPOCH_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":""3"",""SourceClock"":""nvp_vclk1"",""UseRole"":""DESCRIPTOR_COMMIT_CAPTURE""}]",SAME_FAMILY_REPRESENTATIVE_EQUIVALENCE,"[""source descriptor completion followed by AXI-domain capture""]"
CDC-ALL-00931,CDC-15,Warning,G2B_ONECH_C2H/records_abandoned_axi_reg[1]/D,G2B_ONECH_C2H/reset_abandoned_hold_source_reg[0]/C,G2B_ONECH_C2H/reset_abandoned_hold_source_reg[1]/C,UNCHANGED_PHYSICAL_SOURCE,BYTE_IDENTICAL_TO_R2R1_DIAGNOSTIC,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION
WARN-CHG-0218,CDC-15,Warning,G2B_ONECH_C2H/reset_abandoned_hold_source_reg[0]/D,G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C,G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[3]/C,UNRECONCILED_SOURCE_BASE_DRIFT:RELEASE_SLOT_STABLE_PAYLOAD->RELEASE_EPOCH_STABLE_PAYLOAD,COMPOSITE_RELEASE_TOKEN_EQUIVALENCE,"[""release decision requires slot-state qualification"",""synchronized transport request consumes the same-episode release tokens for aggregate abandoned-record accounting"",""transport acknowledgement withheld until release_sync2_source equals captured release phase""]"
WARN-CHG-0219,CDC-15,Warning,G2B_ONECH_C2H/reset_abandoned_hold_source_reg[1]/D,G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C,G2B_ONECH_C2H/release_generation_axi_reg[1][18]/C,UNRECONCILED_SOURCE_BASE_DRIFT:RELEASE_SLOT_STABLE_PAYLOAD->RELEASE_EPOCH_STABLE_PAYLOAD,COMPOSITE_RELEASE_TOKEN_EQUIVALENCE,"[""release decision requires slot-state qualification"",""synchronized transport request consumes the same-episode release tokens for aggregate abandoned-record accounting"",""transport acknowledgement withheld until release_sync2_source equals captured release phase""]"
WARN-CHG-0220,CDC-15,Warning,G2B_ONECH_C2H/reset_abandoned_hold_source_reg[2]/D,G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C,G2B_ONECH_C2H/release_generation_axi_reg[1][18]/C,UNRECONCILED_SOURCE_BASE_DRIFT:RELEASE_SLOT_STABLE_PAYLOAD->RELEASE_EPOCH_STABLE_PAYLOAD,COMPOSITE_RELEASE_TOKEN_EQUIVALENCE,"[""release decision requires slot-state qualification"",""synchronized transport request consumes the same-episode release tokens for aggregate abandoned-record accounting"",""transport acknowledgement withheld until release_sync2_source equals captured release phase""]"
