RequestIndex,RequestedBytes,ResultBytes,Result2,CompletionSequence,CompletionMonotonicNs,Classification
575,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
576,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
577,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
578,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
579,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
580,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
581,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
582,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
583,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
584,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
585,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
586,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
587,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
588,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
589,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
590,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
591,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
592,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
593,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
594,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
595,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
596,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
597,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
598,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
599,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
600,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
601,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
602,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
603,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
604,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
605,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
606,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
607,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
608,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
609,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
610,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
611,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
612,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
613,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
614,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
615,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
616,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
617,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
618,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
619,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
620,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
621,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
622,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
623,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
624,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
625,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
626,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
627,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
628,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
629,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
630,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
631,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
632,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
633,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
634,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
635,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
636,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
637,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
638,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
639,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
640,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
641,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
642,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
643,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
644,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
645,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
646,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
647,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
648,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
649,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
650,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
651,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
652,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
653,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
654,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
655,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
656,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
657,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
658,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
659,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
660,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
661,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
662,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
663,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
664,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
665,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
666,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
667,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
668,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
669,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
670,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
671,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
672,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
673,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
674,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
675,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
676,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
677,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
678,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
679,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
680,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
681,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
682,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
683,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
684,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
685,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
686,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
687,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
688,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
689,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
690,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
691,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
692,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
693,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
694,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
695,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
696,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
697,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
698,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
699,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
700,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
701,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
702,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
703,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
704,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
705,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
706,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
707,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
708,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
709,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
710,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
711,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
712,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
713,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
714,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
715,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
716,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
717,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
718,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
719,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
720,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
721,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
722,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
723,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
724,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
725,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
726,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
727,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
728,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
729,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
730,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
731,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
732,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
733,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
734,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
735,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
736,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
737,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
738,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
739,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
740,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
741,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
742,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
743,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
744,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
745,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
746,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
747,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
748,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
749,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
750,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
