bank,register,target,contributors,may_be_modified,nvp6134c_write_compatibility,current_v41_init_mentions_target,positive_safe_read_authority,read_side_effect_status,known_blacklist_intersection,write_only_status,baseline_method,forward_readback_rule,rollback_value_source,rollback_readback,symbolic_preserved_field,closure_status
0x05,0x26,B05:R26,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x27,B05:R27,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x29,B05:R29,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x2A,B05:R2A,AHD1080P25;COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x2B,B05:R2B,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x2F,B05:R2F,ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x30,B05:R30,ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x31,B05:R31,ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x32,B05:R32,ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x47,B05:R47,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x50,B05:R50,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x57,B05:R57,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x58,B05:R58,AHD1080P25;AHD_CVI_DISCRIMINATOR;COMMON;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x59,B05:R59,COMMON;EQ_INIT;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x5B,B05:R5B,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x5F,B05:R5F,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x69,B05:R69,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x6E,B05:R6E,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x6F,B05:R6F,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x75,B05:R75,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x76,B05:R76,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x7C,B05:R7C,ACP_BAUD;ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x7D,B05:R7D,ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x84,B05:R84,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x86,B05:R86,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x90,B05:R90,AHD1080P25;AHD_CVI_DISCRIMINATOR;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x9B,B05:R9B,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xB5,B05:RB5,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xB7,B05:RB7,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xB8,B05:RB8,AHD1080P25;COMMON;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xBB,B05:RBB,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xC0,B05:RC0,EQ_INIT,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xC1,B05:RC1,EQ_INIT,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xC8,B05:RC8,COMMON;EQ_INIT,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xD1,B05:RD1,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0xD4,B05:RD4,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x40,B09:R40,FHD_COMMON;POST_MODE,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x44,B09:R44,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,preserve all bits except CH1 bit; old byte required,BLOCKING_AUTHORITY_GAP
0x09,0x50,B09:R50,AHD1080P25,YES,PROVEN_REGISTER_VALUE,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x51,B09:R51,AHD1080P25,YES,PROVEN_REGISTER_VALUE,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x52,B09:R52,AHD1080P25,YES,PROVEN_REGISTER_VALUE,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x53,B09:R53,AHD1080P25,YES,PROVEN_REGISTER_VALUE,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x64,B09:R64,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x6A,B09:R6A,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x6B,B09:R6B,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x6C,B09:R6C,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x80,B09:R80,AHD_CVI_DISCRIMINATOR;COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x81,B09:R81,AHD_CVI_DISCRIMINATOR;COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x97,B09:R97,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x98,B09:R98,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x09,0x99,B09:R99,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x60,B0A:R60,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x61,B0A:R61,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x62,B0A:R62,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x63,B0A:R63,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x64,B0A:R64,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x65,B0A:R65,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x66,B0A:R66,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x67,B0A:R67,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x68,B0A:R68,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x69,B0A:R69,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x6A,B0A:R6A,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x6B,B0A:R6B,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x6C,B0A:R6C,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x6D,B0A:R6D,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x6E,B0A:R6E,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x6F,B0A:R6F,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x70,B0A:R70,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x0A,0x71,B0A:R71,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
