Offset,Register,Access,Reset_Value,Width,Field,Bits,Meaning,Valid_States,Error_Behavior
0x3D6C,I2C_OWNER,RO,0x00000000,32,I2C_OWNER,31:0,"snapshot0none,1init,2runtime; research owner not enabled",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D70,LAST_SCAN_INPUT,RO,0xFFFFFFFF,32,LAST_SCAN_INPUT,31:0,snapshot last candidate0..3 or none,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D74,CYCLE_COMPLETION_REASON,RO,0x00000000,32,CYCLE_COMPLETION_REASON,31:0,snapshot reason code for most recent cycle,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D78,INPUT_FAILURE_REASONS,RO,0x00000000,32,INPUT_FAILURE_REASONS,31:0,snapshot four bytes:0none1absent2timeout3unsupported4status_invalid5I2C6board_unverified,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D7C,LAST_CYCLE_EPOCH,RO,0x00000000,32,LAST_CYCLE_EPOCH,31:0,snapshot most recently started cycle epoch,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D80,RUN_ID_LO,RO,0x00000000,32,RUN_ID_LO,31:0,coherent SNAPSHOT bank RUN_ID bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D84,RUN_ID_HI,RO,0x00000000,32,RUN_ID_HI,31:0,coherent SNAPSHOT bank RUN_ID bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D88,CYCLE_ID_LO,RO,0x00000000,32,CYCLE_ID_LO,31:0,coherent SNAPSHOT bank CYCLE_ID bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D8C,CYCLE_ID_HI,RO,0x00000000,32,CYCLE_ID_HI,31:0,coherent SNAPSHOT bank CYCLE_ID bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D90,SEGMENT_ID_LO,RO,0x00000000,32,SEGMENT_ID_LO,31:0,coherent SNAPSHOT bank SEGMENT_ID bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D94,SEGMENT_ID_HI,RO,0x00000000,32,SEGMENT_ID_HI,31:0,coherent SNAPSHOT bank SEGMENT_ID bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D98,FRAMES_REQUESTED_LO,RO,0x00000000,32,FRAMES_REQUESTED_LO,31:0,coherent SNAPSHOT bank FRAMES_REQUESTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3D9C,FRAMES_REQUESTED_HI,RO,0x00000000,32,FRAMES_REQUESTED_HI,31:0,coherent SNAPSHOT bank FRAMES_REQUESTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DA0,RECORDS_REQUESTED_LO,RO,0x00000000,32,RECORDS_REQUESTED_LO,31:0,coherent SNAPSHOT bank RECORDS_REQUESTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DA4,RECORDS_REQUESTED_HI,RO,0x00000000,32,RECORDS_REQUESTED_HI,31:0,coherent SNAPSHOT bank RECORDS_REQUESTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DA8,CURRENT_FRAME_LO,RO,0x00000000,32,CURRENT_FRAME_LO,31:0,coherent SNAPSHOT bank CURRENT_FRAME bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DAC,CURRENT_FRAME_HI,RO,0x00000000,32,CURRENT_FRAME_HI,31:0,coherent SNAPSHOT bank CURRENT_FRAME bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DB0,CURRENT_LINE_LO,RO,0x00000000,32,CURRENT_LINE_LO,31:0,coherent SNAPSHOT bank CURRENT_LINE bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DB4,CURRENT_LINE_HI,RO,0x00000000,32,CURRENT_LINE_HI,31:0,coherent SNAPSHOT bank CURRENT_LINE bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DB8,CURRENT_RECORD_LO,RO,0x00000000,32,CURRENT_RECORD_LO,31:0,coherent SNAPSHOT bank CURRENT_RECORD bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DBC,CURRENT_RECORD_HI,RO,0x00000000,32,CURRENT_RECORD_HI,31:0,coherent SNAPSHOT bank CURRENT_RECORD bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DC0,TICKS_LO,RO,0x00000000,32,TICKS_LO,31:0,coherent SNAPSHOT bank TICKS bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DC4,TICKS_HI,RO,0x00000000,32,TICKS_HI,31:0,coherent SNAPSHOT bank TICKS bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DC8,FIRST_ERROR_FRAME_LO,RO,0x00000000,32,FIRST_ERROR_FRAME_LO,31:0,coherent SNAPSHOT bank FIRST_ERROR_FRAME bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DCC,FIRST_ERROR_FRAME_HI,RO,0x00000000,32,FIRST_ERROR_FRAME_HI,31:0,coherent SNAPSHOT bank FIRST_ERROR_FRAME bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DD0,FIRST_ERROR_LINE_LO,RO,0x00000000,32,FIRST_ERROR_LINE_LO,31:0,coherent SNAPSHOT bank FIRST_ERROR_LINE bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DD4,FIRST_ERROR_LINE_HI,RO,0x00000000,32,FIRST_ERROR_LINE_HI,31:0,coherent SNAPSHOT bank FIRST_ERROR_LINE bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DD8,FIRST_ERROR_RECORD_LO,RO,0x00000000,32,FIRST_ERROR_RECORD_LO,31:0,coherent SNAPSHOT bank FIRST_ERROR_RECORD bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DDC,FIRST_ERROR_RECORD_HI,RO,0x00000000,32,FIRST_ERROR_RECORD_HI,31:0,coherent SNAPSHOT bank FIRST_ERROR_RECORD bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DE0,RUN_FRAMES_STARTED_LO,RO,0x00000000,32,RUN_FRAMES_STARTED_LO,31:0,coherent SNAPSHOT bank RUN_FRAMES_STARTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DE4,RUN_FRAMES_STARTED_HI,RO,0x00000000,32,RUN_FRAMES_STARTED_HI,31:0,coherent SNAPSHOT bank RUN_FRAMES_STARTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DE8,RUN_FRAMES_COMPLETED_LO,RO,0x00000000,32,RUN_FRAMES_COMPLETED_LO,31:0,coherent SNAPSHOT bank RUN_FRAMES_COMPLETED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DEC,RUN_FRAMES_COMPLETED_HI,RO,0x00000000,32,RUN_FRAMES_COMPLETED_HI,31:0,coherent SNAPSHOT bank RUN_FRAMES_COMPLETED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DF0,RUN_RECORDS_EMITTED_LO,RO,0x00000000,32,RUN_RECORDS_EMITTED_LO,31:0,coherent SNAPSHOT bank RUN_RECORDS_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DF4,RUN_RECORDS_EMITTED_HI,RO,0x00000000,32,RUN_RECORDS_EMITTED_HI,31:0,coherent SNAPSHOT bank RUN_RECORDS_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DF8,RUN_BYTES_PAYLOAD_EMITTED_LO,RO,0x00000000,32,RUN_BYTES_PAYLOAD_EMITTED_LO,31:0,coherent SNAPSHOT bank RUN_BYTES_PAYLOAD_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3DFC,RUN_BYTES_PAYLOAD_EMITTED_HI,RO,0x00000000,32,RUN_BYTES_PAYLOAD_EMITTED_HI,31:0,coherent SNAPSHOT bank RUN_BYTES_PAYLOAD_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E00,RUN_BYTES_TRANSPORT_EMITTED_LO,RO,0x00000000,32,RUN_BYTES_TRANSPORT_EMITTED_LO,31:0,coherent SNAPSHOT bank RUN_BYTES_TRANSPORT_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E04,RUN_BYTES_TRANSPORT_EMITTED_HI,RO,0x00000000,32,RUN_BYTES_TRANSPORT_EMITTED_HI,31:0,coherent SNAPSHOT bank RUN_BYTES_TRANSPORT_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E08,RUN_STALL_CYCLES_LO,RO,0x00000000,32,RUN_STALL_CYCLES_LO,31:0,coherent SNAPSHOT bank RUN_STALL_CYCLES bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E0C,RUN_STALL_CYCLES_HI,RO,0x00000000,32,RUN_STALL_CYCLES_HI,31:0,coherent SNAPSHOT bank RUN_STALL_CYCLES bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E10,RUN_DROP_COUNT_LO,RO,0x00000000,32,RUN_DROP_COUNT_LO,31:0,coherent SNAPSHOT bank RUN_DROP_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E14,RUN_DROP_COUNT_HI,RO,0x00000000,32,RUN_DROP_COUNT_HI,31:0,coherent SNAPSHOT bank RUN_DROP_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E18,RUN_DISCONTINUITY_COUNT_LO,RO,0x00000000,32,RUN_DISCONTINUITY_COUNT_LO,31:0,coherent SNAPSHOT bank RUN_DISCONTINUITY_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E1C,RUN_DISCONTINUITY_COUNT_HI,RO,0x00000000,32,RUN_DISCONTINUITY_COUNT_HI,31:0,coherent SNAPSHOT bank RUN_DISCONTINUITY_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E20,RUN_ABORT_COUNT_LO,RO,0x00000000,32,RUN_ABORT_COUNT_LO,31:0,coherent SNAPSHOT bank RUN_ABORT_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E24,RUN_ABORT_COUNT_HI,RO,0x00000000,32,RUN_ABORT_COUNT_HI,31:0,coherent SNAPSHOT bank RUN_ABORT_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E28,RUN_SOURCE_LOSS_COUNT_LO,RO,0x00000000,32,RUN_SOURCE_LOSS_COUNT_LO,31:0,coherent SNAPSHOT bank RUN_SOURCE_LOSS_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E2C,RUN_SOURCE_LOSS_COUNT_HI,RO,0x00000000,32,RUN_SOURCE_LOSS_COUNT_HI,31:0,coherent SNAPSHOT bank RUN_SOURCE_LOSS_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E30,CYCLE_FRAMES_STARTED_LO,RO,0x00000000,32,CYCLE_FRAMES_STARTED_LO,31:0,coherent SNAPSHOT bank CYCLE_FRAMES_STARTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E34,CYCLE_FRAMES_STARTED_HI,RO,0x00000000,32,CYCLE_FRAMES_STARTED_HI,31:0,coherent SNAPSHOT bank CYCLE_FRAMES_STARTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E38,CYCLE_FRAMES_COMPLETED_LO,RO,0x00000000,32,CYCLE_FRAMES_COMPLETED_LO,31:0,coherent SNAPSHOT bank CYCLE_FRAMES_COMPLETED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E3C,CYCLE_FRAMES_COMPLETED_HI,RO,0x00000000,32,CYCLE_FRAMES_COMPLETED_HI,31:0,coherent SNAPSHOT bank CYCLE_FRAMES_COMPLETED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E40,CYCLE_RECORDS_EMITTED_LO,RO,0x00000000,32,CYCLE_RECORDS_EMITTED_LO,31:0,coherent SNAPSHOT bank CYCLE_RECORDS_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E44,CYCLE_RECORDS_EMITTED_HI,RO,0x00000000,32,CYCLE_RECORDS_EMITTED_HI,31:0,coherent SNAPSHOT bank CYCLE_RECORDS_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E48,CYCLE_BYTES_PAYLOAD_EMITTED_LO,RO,0x00000000,32,CYCLE_BYTES_PAYLOAD_EMITTED_LO,31:0,coherent SNAPSHOT bank CYCLE_BYTES_PAYLOAD_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E4C,CYCLE_BYTES_PAYLOAD_EMITTED_HI,RO,0x00000000,32,CYCLE_BYTES_PAYLOAD_EMITTED_HI,31:0,coherent SNAPSHOT bank CYCLE_BYTES_PAYLOAD_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E50,CYCLE_BYTES_TRANSPORT_EMITTED_LO,RO,0x00000000,32,CYCLE_BYTES_TRANSPORT_EMITTED_LO,31:0,coherent SNAPSHOT bank CYCLE_BYTES_TRANSPORT_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E54,CYCLE_BYTES_TRANSPORT_EMITTED_HI,RO,0x00000000,32,CYCLE_BYTES_TRANSPORT_EMITTED_HI,31:0,coherent SNAPSHOT bank CYCLE_BYTES_TRANSPORT_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E58,CYCLE_STALL_CYCLES_LO,RO,0x00000000,32,CYCLE_STALL_CYCLES_LO,31:0,coherent SNAPSHOT bank CYCLE_STALL_CYCLES bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E5C,CYCLE_STALL_CYCLES_HI,RO,0x00000000,32,CYCLE_STALL_CYCLES_HI,31:0,coherent SNAPSHOT bank CYCLE_STALL_CYCLES bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E60,CYCLE_DROP_COUNT_LO,RO,0x00000000,32,CYCLE_DROP_COUNT_LO,31:0,coherent SNAPSHOT bank CYCLE_DROP_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E64,CYCLE_DROP_COUNT_HI,RO,0x00000000,32,CYCLE_DROP_COUNT_HI,31:0,coherent SNAPSHOT bank CYCLE_DROP_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E68,CYCLE_DISCONTINUITY_COUNT_LO,RO,0x00000000,32,CYCLE_DISCONTINUITY_COUNT_LO,31:0,coherent SNAPSHOT bank CYCLE_DISCONTINUITY_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E6C,CYCLE_DISCONTINUITY_COUNT_HI,RO,0x00000000,32,CYCLE_DISCONTINUITY_COUNT_HI,31:0,coherent SNAPSHOT bank CYCLE_DISCONTINUITY_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E70,CYCLE_ABORT_COUNT_LO,RO,0x00000000,32,CYCLE_ABORT_COUNT_LO,31:0,coherent SNAPSHOT bank CYCLE_ABORT_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E74,CYCLE_ABORT_COUNT_HI,RO,0x00000000,32,CYCLE_ABORT_COUNT_HI,31:0,coherent SNAPSHOT bank CYCLE_ABORT_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E78,CYCLE_SOURCE_LOSS_COUNT_LO,RO,0x00000000,32,CYCLE_SOURCE_LOSS_COUNT_LO,31:0,coherent SNAPSHOT bank CYCLE_SOURCE_LOSS_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E7C,CYCLE_SOURCE_LOSS_COUNT_HI,RO,0x00000000,32,CYCLE_SOURCE_LOSS_COUNT_HI,31:0,coherent SNAPSHOT bank CYCLE_SOURCE_LOSS_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E80,LIFETIME_FRAMES_STARTED_LO,RO,0x00000000,32,LIFETIME_FRAMES_STARTED_LO,31:0,coherent SNAPSHOT bank LIFETIME_FRAMES_STARTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E84,LIFETIME_FRAMES_STARTED_HI,RO,0x00000000,32,LIFETIME_FRAMES_STARTED_HI,31:0,coherent SNAPSHOT bank LIFETIME_FRAMES_STARTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E88,LIFETIME_FRAMES_COMPLETED_LO,RO,0x00000000,32,LIFETIME_FRAMES_COMPLETED_LO,31:0,coherent SNAPSHOT bank LIFETIME_FRAMES_COMPLETED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E8C,LIFETIME_FRAMES_COMPLETED_HI,RO,0x00000000,32,LIFETIME_FRAMES_COMPLETED_HI,31:0,coherent SNAPSHOT bank LIFETIME_FRAMES_COMPLETED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E90,LIFETIME_RECORDS_EMITTED_LO,RO,0x00000000,32,LIFETIME_RECORDS_EMITTED_LO,31:0,coherent SNAPSHOT bank LIFETIME_RECORDS_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E94,LIFETIME_RECORDS_EMITTED_HI,RO,0x00000000,32,LIFETIME_RECORDS_EMITTED_HI,31:0,coherent SNAPSHOT bank LIFETIME_RECORDS_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E98,LIFETIME_BYTES_PAYLOAD_EMITTED_LO,RO,0x00000000,32,LIFETIME_BYTES_PAYLOAD_EMITTED_LO,31:0,coherent SNAPSHOT bank LIFETIME_BYTES_PAYLOAD_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3E9C,LIFETIME_BYTES_PAYLOAD_EMITTED_HI,RO,0x00000000,32,LIFETIME_BYTES_PAYLOAD_EMITTED_HI,31:0,coherent SNAPSHOT bank LIFETIME_BYTES_PAYLOAD_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EA0,LIFETIME_BYTES_TRANSPORT_EMITTED_LO,RO,0x00000000,32,LIFETIME_BYTES_TRANSPORT_EMITTED_LO,31:0,coherent SNAPSHOT bank LIFETIME_BYTES_TRANSPORT_EMITTED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EA4,LIFETIME_BYTES_TRANSPORT_EMITTED_HI,RO,0x00000000,32,LIFETIME_BYTES_TRANSPORT_EMITTED_HI,31:0,coherent SNAPSHOT bank LIFETIME_BYTES_TRANSPORT_EMITTED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EA8,LIFETIME_STALL_CYCLES_LO,RO,0x00000000,32,LIFETIME_STALL_CYCLES_LO,31:0,coherent SNAPSHOT bank LIFETIME_STALL_CYCLES bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EAC,LIFETIME_STALL_CYCLES_HI,RO,0x00000000,32,LIFETIME_STALL_CYCLES_HI,31:0,coherent SNAPSHOT bank LIFETIME_STALL_CYCLES bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EB0,LIFETIME_DROP_COUNT_LO,RO,0x00000000,32,LIFETIME_DROP_COUNT_LO,31:0,coherent SNAPSHOT bank LIFETIME_DROP_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EB4,LIFETIME_DROP_COUNT_HI,RO,0x00000000,32,LIFETIME_DROP_COUNT_HI,31:0,coherent SNAPSHOT bank LIFETIME_DROP_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EB8,LIFETIME_DISCONTINUITY_COUNT_LO,RO,0x00000000,32,LIFETIME_DISCONTINUITY_COUNT_LO,31:0,coherent SNAPSHOT bank LIFETIME_DISCONTINUITY_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EBC,LIFETIME_DISCONTINUITY_COUNT_HI,RO,0x00000000,32,LIFETIME_DISCONTINUITY_COUNT_HI,31:0,coherent SNAPSHOT bank LIFETIME_DISCONTINUITY_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EC0,LIFETIME_ABORT_COUNT_LO,RO,0x00000000,32,LIFETIME_ABORT_COUNT_LO,31:0,coherent SNAPSHOT bank LIFETIME_ABORT_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EC4,LIFETIME_ABORT_COUNT_HI,RO,0x00000000,32,LIFETIME_ABORT_COUNT_HI,31:0,coherent SNAPSHOT bank LIFETIME_ABORT_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EC8,LIFETIME_SOURCE_LOSS_COUNT_LO,RO,0x00000000,32,LIFETIME_SOURCE_LOSS_COUNT_LO,31:0,coherent SNAPSHOT bank LIFETIME_SOURCE_LOSS_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3ECC,LIFETIME_SOURCE_LOSS_COUNT_HI,RO,0x00000000,32,LIFETIME_SOURCE_LOSS_COUNT_HI,31:0,coherent SNAPSHOT bank LIFETIME_SOURCE_LOSS_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3ED0,CYCLES_COMPLETED_LO,RO,0x00000000,32,CYCLES_COMPLETED_LO,31:0,coherent SNAPSHOT bank CYCLES_COMPLETED bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3ED4,CYCLES_COMPLETED_HI,RO,0x00000000,32,CYCLES_COMPLETED_HI,31:0,coherent SNAPSHOT bank CYCLES_COMPLETED bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3ED8,LAST_CYCLE_FIRST_GLOBAL_LO,RO,0x00000000,32,LAST_CYCLE_FIRST_GLOBAL_LO,31:0,coherent SNAPSHOT bank LAST_CYCLE_FIRST_GLOBAL bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EDC,LAST_CYCLE_FIRST_GLOBAL_HI,RO,0x00000000,32,LAST_CYCLE_FIRST_GLOBAL_HI,31:0,coherent SNAPSHOT bank LAST_CYCLE_FIRST_GLOBAL bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EE0,LAST_CYCLE_RECORD_COUNT_LO,RO,0x00000000,32,LAST_CYCLE_RECORD_COUNT_LO,31:0,coherent SNAPSHOT bank LAST_CYCLE_RECORD_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EE4,LAST_CYCLE_RECORD_COUNT_HI,RO,0x00000000,32,LAST_CYCLE_RECORD_COUNT_HI,31:0,coherent SNAPSHOT bank LAST_CYCLE_RECORD_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EE8,LAST_CYCLE_FRAME_COUNT_LO,RO,0x00000000,32,LAST_CYCLE_FRAME_COUNT_LO,31:0,coherent SNAPSHOT bank LAST_CYCLE_FRAME_COUNT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EEC,LAST_CYCLE_FRAME_COUNT_HI,RO,0x00000000,32,LAST_CYCLE_FRAME_COUNT_HI,31:0,coherent SNAPSHOT bank LAST_CYCLE_FRAME_COUNT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EF0,FIRST_ERROR_CYCLE_LO,RO,0x00000000,32,FIRST_ERROR_CYCLE_LO,31:0,coherent SNAPSHOT bank FIRST_ERROR_CYCLE bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EF4,FIRST_ERROR_CYCLE_HI,RO,0x00000000,32,FIRST_ERROR_CYCLE_HI,31:0,coherent SNAPSHOT bank FIRST_ERROR_CYCLE bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EF8,FIRST_ERROR_SEGMENT_LO,RO,0x00000000,32,FIRST_ERROR_SEGMENT_LO,31:0,coherent SNAPSHOT bank FIRST_ERROR_SEGMENT bits31:0,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3EFC,FIRST_ERROR_SEGMENT_HI,RO,0x00000000,32,FIRST_ERROR_SEGMENT_HI,31:0,coherent SNAPSHOT bank FIRST_ERROR_SEGMENT bits63:32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F00,RESERVED_300,RO,0x00000000,32,RESERVED_300,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F04,RESERVED_304,RO,0x00000000,32,RESERVED_304,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F08,RESERVED_308,RO,0x00000000,32,RESERVED_308,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F0C,RESERVED_30C,RO,0x00000000,32,RESERVED_30C,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F10,CURRENT_RECORD_EPOCH,RO,0x00000000,32,CURRENT_RECORD_EPOCH,31:0,snapshot context epoch,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
