"ID","Path","Filename","Size_Bytes","Modified_Time","SHA256","Artifact_Type","Expected_By_Original_Prompt","Status","Notes"
"REC-0053","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\.Xil\Vivado-18060-NBLSUDUL\.lpr",".lpr","425","2026-08-31T20:45:37.4445446+02:00","B373CF9663FA8B6ACDD3CCEEB201AEA1C7FBBEE5CF7C6D675BF0C6CCD52F4C69","AUXILIARY_ARTIFACT","NO","UNKNOWN","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Tool-internal or temporary artifact; preserved but not relied on as a result."
"REC-0054","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\console.stderr.log","console.stderr.log","0","2026-08-31T20:52:16.1467954+02:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","STDERR_LOG","NO","EMPTY","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Zero-byte artifact; expected-empty stderr is not a successful experiment result."
"REC-0055","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\console.stdout.log","console.stdout.log","4038","2026-08-31T20:52:16.1175281+02:00","0D0DC7349E565646B4B99D06E2CF8017D873FE938B25A16445CE055EF33C5DC4","STDOUT_LOG","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0056","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\experiment_result.json","experiment_result.json","1918","2026-08-31T20:52:16.6065439+02:00","637993B40332935D51BDCF419C631D6E41829DA3E62B1395C6C565DF874602B8","EXPERIMENT_STATE_JSON","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0057","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\experiment_result.txt","experiment_result.txt","1637","2026-08-31T20:52:16.7873404+02:00","6433C15945F6E3B702AAEA69930AA580924E4EF073E65FEBFA0A5DD7933BF80C","TIMEOUT_OR_RESULT_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0058","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\launch_command.txt","launch_command.txt","572","2026-08-31T20:42:13.8561736+02:00","1465F8F4EB7229BED529F0C6D2D3096529B80E5F494DFA65217EB18F60485088","LAUNCH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0059","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\output_hashes.csv","output_hashes.csv","321","2026-08-31T20:52:16.4297103+02:00","F4A61B889572E31DFA10B20EAE9F67C6ACD03F35F738CEF3DADBFA4073470935","HASH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0060","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\process_samples.csv","process_samples.csv","9653","2026-08-31T20:52:16.1672002+02:00","48F0372AC3B4651FCF41B78FB8AC092DADA71DED8D22CC019CAB6F3FC6147D4F","PROCESS_STATE_SAMPLES","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0061","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\process_tree_at_timeout.csv","process_tree_at_timeout.csv","1333","2026-08-31T20:52:15.3432589+02:00","E29B3F57EBB87FB6754EB7DF2BBFF417385B1645DB962B384C3B15DDB33757C3","TIMEOUT_PROCESS_TREE","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0062","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\subconstraint.xdc","subconstraint.xdc","285","2026-08-31T20:42:13.7413894+02:00","41C66434CD3A31874A9ABD4933D6B24081DFF8D656C2BD8A8EAD8B7B7D385966","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0063","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP004_DEEP_1X1_TIMING\worker_status.txt","worker_status.txt","57","2026-08-31T20:44:37.1175023+02:00","082373BD44ED00AB9A2E691E56EF35B7E57A1E476A4FE58364E8437B00A7CE19","WORKER_STATE","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Intermediate/stale worker-state receipt; use immutable experiment_result files for final phase."
"REC-0064","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\.Xil\Vivado-3952-NBLSUDUL\.lpr",".lpr","425","2026-08-31T20:53:47.5090405+02:00","B373CF9663FA8B6ACDD3CCEEB201AEA1C7FBBEE5CF7C6D675BF0C6CCD52F4C69","AUXILIARY_ARTIFACT","NO","UNKNOWN","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Tool-internal or temporary artifact; preserved but not relied on as a result."
"REC-0065","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\console.stderr.log","console.stderr.log","0","2026-08-31T20:59:04.0224314+02:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","STDERR_LOG","NO","EMPTY","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Zero-byte artifact; expected-empty stderr is not a successful experiment result."
"REC-0066","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\console.stdout.log","console.stdout.log","4104","2026-08-31T20:59:03.9809236+02:00","4F91BA2A3A9042A4A876DB626BBB23AD30A38ECCE5F3453A13CDE03CD36B5FE5","STDOUT_LOG","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0067","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\experiment_result.json","experiment_result.json","1912","2026-08-31T20:59:04.5262483+02:00","928577B6CAA961FD26F943F86F9E7E9588C68004D957B77FF6D58267BD120E10","EXPERIMENT_STATE_JSON","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0068","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\experiment_result.txt","experiment_result.txt","1631","2026-08-31T20:59:04.7157077+02:00","EFF524FE16B471ED7F6BE87B3FAFF7BBA0E922C7EFD80C04A2BEB286A2AEF2F1","TIMEOUT_OR_RESULT_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0069","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\launch_command.txt","launch_command.txt","562","2026-08-31T20:49:00.7528502+02:00","C042C7B1A9029F58EBA5710C9B6E77C696A1121A0D4C88FC3D8E4DC55321C2DA","LAUNCH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0070","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\output_hashes.csv","output_hashes.csv","322","2026-08-31T20:59:04.3382676+02:00","52CF9D9862EFEA23F3C5D7E749AC53932B0CC98F5F4C335BDD0284DCF0E0F707","HASH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0071","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\process_samples.csv","process_samples.csv","9635","2026-08-31T20:59:04.0425912+02:00","032C918BFA2E365FBA9905C825D87A3114E7DC078A3AAF22654C8A22D351EE3B","PROCESS_STATE_SAMPLES","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0072","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\process_tree_at_timeout.csv","process_tree_at_timeout.csv","1312","2026-08-31T20:59:03.2611146+02:00","1945A7ABABE068B73ABF3A4F75FE1294EC025671124CA0301806C6409A68852B","TIMEOUT_PROCESS_TREE","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0073","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\subconstraint.xdc","subconstraint.xdc","3011","2026-08-31T20:49:00.6320770+02:00","BC7305C71DB28432984C880FC5564ECFA7F77062063C9A7D285B8248323B0563","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0074","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP005_FULL_BUS_SKEW\worker_status.txt","worker_status.txt","59","2026-08-31T20:52:52.7117886+02:00","2A57AA438BE67C59222A3C9CF758E4CDC0938622D20B39D484E357CE319785BF","WORKER_STATE","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Intermediate/stale worker-state receipt; use immutable experiment_result files for final phase."
"REC-0075","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\.Xil\Vivado-17832-NBLSUDUL\.lpr",".lpr","425","2026-08-31T20:53:47.5252016+02:00","B373CF9663FA8B6ACDD3CCEEB201AEA1C7FBBEE5CF7C6D675BF0C6CCD52F4C69","AUXILIARY_ARTIFACT","NO","UNKNOWN","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Tool-internal or temporary artifact; preserved but not relied on as a result."
"REC-0076","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\console.stderr.log","console.stderr.log","0","2026-08-31T20:59:02.4944105+02:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","STDERR_LOG","NO","EMPTY","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Zero-byte artifact; expected-empty stderr is not a successful experiment result."
"REC-0077","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\console.stdout.log","console.stdout.log","4104","2026-08-31T20:59:02.3849284+02:00","1C0551D78239FCD2E00CCFEF79232BA3FC2B5C0E8E8062F9562E8DFB992987DF","STDOUT_LOG","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0078","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\experiment_result.json","experiment_result.json","1903","2026-08-31T20:59:03.0686605+02:00","9EC09EFC35B43ACCFE14AD8F48F6EFAA0B81FF9116A1F5B1E588E560A64FD79D","EXPERIMENT_STATE_JSON","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0079","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\experiment_result.txt","experiment_result.txt","1622","2026-08-31T20:59:03.3071203+02:00","19A171093975FB6A0644FF27C6816729AFC71D8737C3A64ACC06088E170686F0","TIMEOUT_OR_RESULT_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0080","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\launch_command.txt","launch_command.txt","558","2026-08-31T20:49:00.7568448+02:00","3D1A0B02DA902CDA6C62298ABD9E012DFB2E205F65096521BD43B5DC95710DFF","LAUNCH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0081","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\output_hashes.csv","output_hashes.csv","322","2026-08-31T20:59:02.8413746+02:00","56B374D036D5C66541403E812BAAE03355450DDC31D1D25900AE0569E0C2CAE3","HASH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0082","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\process_samples.csv","process_samples.csv","9630","2026-08-31T20:59:02.5024109+02:00","1FD927A4F1C852CDE389D1E54FBB942E08FC605E89A4BA03282C3C510129C63E","PROCESS_STATE_SAMPLES","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0083","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\process_tree_at_timeout.csv","process_tree_at_timeout.csv","1305","2026-08-31T20:59:01.6006604+02:00","57E0A003F032BAEA089DAAC3C523D0534B5EC3A7808CDF0796046261CBD026B1","TIMEOUT_PROCESS_TREE","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0084","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\subconstraint.xdc","subconstraint.xdc","3011","2026-08-31T20:49:00.6320770+02:00","BC7305C71DB28432984C880FC5564ECFA7F77062063C9A7D285B8248323B0563","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0085","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP006_FULL_TIMING\worker_status.txt","worker_status.txt","57","2026-08-31T20:52:52.2891406+02:00","EFBAE0CE3362593357D161659FA32AEB2E57A441055CC08BEAAE29A099619E53","WORKER_STATE","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Intermediate/stale worker-state receipt; use immutable experiment_result files for final phase."
"REC-0086","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\scripts\Build-G2BBs0Ledgers.ps1","Build-G2BBs0Ledgers.ps1","19600","2026-08-31T20:59:03.6560066+02:00","50DDB9D1BA9F8229B2272F539082F422DC3574F6EC4CA1BA244DD10FF73DC379","POWERSHELL_FRAMEWORK","NO","PARTIAL","Referenced_By=experiment launch receipts and interrupted evidence index; Created and syntax-validated but not executed; EXP002 marker handling requires correction."
"REC-0087","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\scripts\G2B_BS0_MINIMAL_CLOCK_BASE.xdc","G2B_BS0_MINIMAL_CLOCK_BASE.xdc","1802","2026-08-31T20:33:11.5007648+02:00","04976FD759DC1DDD4D2D0DA9387F47ABB7F70FDF2EF3D51C539D8EE95D7EBD60","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment launch receipts and interrupted evidence index; Complete framework input as a file; review before future execution; no execution is implied."
"REC-0088","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\scripts\g2b_bs0_worker.tcl","g2b_bs0_worker.tcl","9556","2026-08-31T20:33:11.5096547+02:00","B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749","WORKER_TCL","NO","COMPLETE","Referenced_By=experiment launch receipts and interrupted evidence index; Complete framework input as a file; review before future execution; no execution is implied."
"REC-0089","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\scripts\Generate-G2BBs0Sets.ps1","Generate-G2BBs0Sets.ps1","3821","2026-08-31T20:08:24.5051642+02:00","740562CA5335DF84A7116A7DA908F5A84F709722CA71115D9230119E80E928EA","POWERSHELL_FRAMEWORK","NO","COMPLETE","Referenced_By=experiment launch receipts and interrupted evidence index; Complete framework input as a file; review before future execution; no execution is implied."
"REC-0090","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\scripts\Invoke-G2BBs0Experiment.ps1","Invoke-G2BBs0Experiment.ps1","12602","2026-08-31T20:33:11.5226565+02:00","4C92F162FC89830CC5DC1671A2CA97D92C1CB054238720DCC1C9EAC75F798EA8","POWERSHELL_FRAMEWORK","NO","COMPLETE","Referenced_By=experiment launch receipts and interrupted evidence index; Complete framework input as a file; review before future execution; no execution is implied."
"REC-0091","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\scripts\query_bus_skew_reset.tcl","query_bus_skew_reset.tcl","227","2026-08-31T20:27:13.8413307+02:00","9B218E4FA259BBA7FAF6E7FE4E15EF8EFCF8E0861F4DE6698941B1F88581399A","WORKER_TCL","NO","COMPLETE","Referenced_By=experiment launch receipts and interrupted evidence index; Complete framework input as a file; review before future execution; no execution is implied."
"REC-0092","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_ENABLE_APPLIED.txt","K_ENABLE_APPLIED.txt","40","2026-08-31T20:08:35.3914332+02:00","9EBCA9DCAE181E77C3EC19F63FA38675F80847DD1709200A542701F45EFACB92","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0093","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_ERROR_SIDE_EFFECT.txt","K_ERROR_SIDE_EFFECT.txt","178","2026-08-31T20:43:31.1109004+02:00","B0FDC75F27DE77A41DB5566C5F138190AA63B3D70DF8047392665D3101110AE6","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=NONE_FOUND; Complete candidate set/list not referenced by SET_MANIFEST.csv (orphan candidate); review before reuse."
"REC-0094","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_FATAL_PAIR.txt","K_FATAL_PAIR.txt","97","2026-08-31T20:43:31.1382299+02:00","0B800DEEEF466FB11179182F5FA2EADD92362477EEF7A7234F8E27A236EA7C19","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=NONE_FOUND; Complete candidate set/list not referenced by SET_MANIFEST.csv (orphan candidate); review before reuse."
"REC-0095","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_FULL.txt","K_FULL.txt","797","2026-08-31T20:08:35.2824359+02:00","408E905CED168A169EBEFABE5A0671F6A214A2A9857DEBB565203A56A4000416","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0096","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_OWNERSHIP_FATAL.txt","K_OWNERSHIP_FATAL.txt","138","2026-08-31T20:08:35.3434346+02:00","1EC69D86CB52ADB4364A77E0B076B7C402E55E07B1585DF65279DAA0382DE84D","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0097","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_OWNERSHIP_RESULT.txt","K_OWNERSHIP_RESULT.txt","37","2026-08-31T20:08:35.3764362+02:00","D0E81393EF7750003EE14C3BE0A789CD35FDF132AF3D2B23CE0C3272EB8065BE","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0098","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_PAYLOAD_DEPENDENT.txt","K_PAYLOAD_DEPENDENT.txt","719","2026-08-31T20:08:35.4254360+02:00","F203E7D345FD6B707963F6A27D87508A0480C2249A3E209E15BB023791C12846","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0099","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_PROTOCOL_STATUS.txt","K_PROTOCOL_STATUS.txt","155","2026-08-31T20:08:35.4094336+02:00","776DB770956D9229EADC93D8E2BE58AFFC03DB7E094AE8086DCEBB59CFF3A361","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0100","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_REQUEST_ACK.txt","K_REQUEST_ACK.txt","78","2026-08-31T20:08:35.3604355+02:00","77A335617647E42D6C373B83B38C612BB56ED58A774E17CBC4D6BA1E6DC18E82","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0101","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_00.txt","K_SINGLE_00.txt","40","2026-08-31T20:08:36.3303121+02:00","9EBCA9DCAE181E77C3EC19F63FA38675F80847DD1709200A542701F45EFACB92","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0102","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_01.txt","K_SINGLE_01.txt","40","2026-08-31T20:08:36.3443133+02:00","747E7D53626E5953E009A4F75B6D11D3B7EB5CB74BE5E5319E1AC17C1C6D8BDE","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0103","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_02.txt","K_SINGLE_02.txt","37","2026-08-31T20:08:36.3593119+02:00","D0E81393EF7750003EE14C3BE0A789CD35FDF132AF3D2B23CE0C3272EB8065BE","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0104","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_03.txt","K_SINGLE_03.txt","38","2026-08-31T20:08:36.3713100+02:00","A26B9247E5A372FBEB1FECE34AFC37E84C3FE152951A9ED4DA462112F874ADA6","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0105","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_04.txt","K_SINGLE_04.txt","42","2026-08-31T20:08:36.3853109+02:00","1B8F5F5665E1D7E3B4F23A5C3F903838F2781D612AC323E6FE5CEC9F048A6FE7","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0106","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_05.txt","K_SINGLE_05.txt","42","2026-08-31T20:08:36.3993113+02:00","27390D93E77E942392E9DE7B7F4C69508BE95D95459DCCABB4BC4FBE543C06EB","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0107","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_06.txt","K_SINGLE_06.txt","42","2026-08-31T20:08:36.4123113+02:00","85C28080E56D87284F3B1F8072E2BAC008FDB8002BBEAD01F0E2A14CFA78DA74","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0108","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_07.txt","K_SINGLE_07.txt","42","2026-08-31T20:08:36.4273109+02:00","4F5A72C2436FAE681B54E7B0A6165E62EA9D1456BDF972C35707E439C216428F","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0109","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_08.txt","K_SINGLE_08.txt","42","2026-08-31T20:08:36.4423112+02:00","A69A592F9A50B375D35244B1DA2B4BEC2EA79A8ABB3361674030E0A1F11CDC0B","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0110","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_09.txt","K_SINGLE_09.txt","42","2026-08-31T20:08:36.4543095+02:00","FAF72214EBE8F3324BDC6C66A1FFCE64D4A2FA6BFD7C9412C0BC397961BCBBFA","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
"REC-0111","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\sets\K_SINGLE_10.txt","K_SINGLE_10.txt","42","2026-08-31T20:08:36.4663128+02:00","C1F755D2AF51C0D52D586450F20DF75FDF8442C2D18944BF18B878F3F1C157C4","SUBSET_OR_PATH_LIST","NO","COMPLETE","Referenced_By=SET_MANIFEST.csv; Complete candidate set/list referenced by SET_MANIFEST.csv; not evidence that the subset was executed."
