RowID	Rule	Severity	DestinationEndpoint	ProductPhysicalSource	DiagnosticPhysicalSource	SourceClock	DestinationClock	Exception	SemanticFamily	GoverningToken	ProtocolProof	EarliestUseBarrier	ReplacementGroup
CDC1-CHG-0105	CDC-1	Critical	G2B_ONECH_C2H/last_global_axi_reg[3]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0106	CDC-1	Critical	G2B_ONECH_C2H/last_global_axi_reg[4]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0107	CDC-1	Critical	G2B_ONECH_C2H/last_global_axi_reg[5]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0108	CDC-1	Critical	G2B_ONECH_C2H/last_global_axi_reg[6]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0109	CDC-1	Critical	G2B_ONECH_C2H/last_global_axi_reg[7]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0110	CDC-1	Critical	G2B_ONECH_C2H/last_global_axi_reg[8]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0111	CDC-1	Critical	G2B_ONECH_C2H/last_global_axi_reg[9]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0112	CDC-1	Critical	G2B_ONECH_C2H/last_global_valid_axi_reg/D	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0113	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[0]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0114	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[10]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0115	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[11]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0116	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[12]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0117	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[13]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0118	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[14]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0119	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[15]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0120	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[16]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0121	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[17]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0122	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[18]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0123	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[19]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0124	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[1]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0125	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[20]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0126	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[21]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0127	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[22]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0128	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[23]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0129	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[24]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0130	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[25]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0131	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[26]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0132	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[27]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0133	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[28]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0134	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[29]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0135	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[2]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0136	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[30]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0137	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[31]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0138	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[3]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0139	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[4]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0140	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[5]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0141	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[6]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0142	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[7]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0143	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[8]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0144	CDC-1	Critical	G2B_ONECH_C2H/records_abandoned_axi_reg[9]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0145	CDC-1	Critical	G2B_ONECH_C2H/reset_epoch_axi_reg[0]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0146	CDC-1	Critical	G2B_ONECH_C2H/reset_epoch_axi_reg[10]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0147	CDC-1	Critical	G2B_ONECH_C2H/reset_epoch_axi_reg[11]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0148	CDC-1	Critical	G2B_ONECH_C2H/reset_epoch_axi_reg[12]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0149	CDC-1	Critical	G2B_ONECH_C2H/reset_epoch_axi_reg[13]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0150	CDC-1	Critical	G2B_ONECH_C2H/reset_epoch_axi_reg[14]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
